I1,I3,I4,I10,I11,I13,I46
I1,I3,I10,I12,I27,I36,I46
I1,I4,I5,I7,I8,I19,I27
I1,I2,I4,I6,I9,I15,I30
I1,I2,I3,I7,I11,I17,I20
I1,I3,I6,I7,I15,I21,I40
I4,I5,I7,I8,I10,I12,I18
I1,I2,I3,I6,I7,I16,I40
I1,I2,I13,I15,I16,I17,I35
I1,I6,I7,I11,I12,I15,I34
I1,I2,I3,I5,I19,I35,I39
I1,I7,I11,I12,I15,I17,I30
I1,I2,I3,I7,I20,I23,I27
I2,I4,I6,I9,I10,I11,I24
I1,I2,I5,I6,I10,I11,I25
I2,I4,I6,I9,I11,I17,I20
I1,I6,I7,I11,I13,I15,I34
I1,I2,I8,I11,I13,I15,I43
I1,I3,I11,I22,I33,I39,I46
I2,I3,I7,I10,I12,I14,I17
I4,I5,I7,I8,I11,I18,I19
I2,I3,I7,I10,I12,I23,I29
I1,I5,I6,I16,I19,I25,I27
I1,I2,I4,I8,I12,I15,I50
I1,I2,I10,I13,I16,I35,I36
I2,I3,I7,I10,I13,I20,I21
I1,I5,I6,I10,I30,I31,I50
I1,I2,I5,I10,I11,I14,I15
I2,I3,I7,I10,I11,I20,I30
I2,I3,I7,I10,I11,I20,I26
I1,I2,I4,I10,I15,I28,I37
I1,I7,I10,I11,I12,I19,I40
I1,I4,I10,I14,I21,I22,I45
I1,I3,I6,I7,I12,I18,I40
I1,I3,I5,I6,I25,I27,I39
I1,I2,I10,I13,I23,I38,I46
I1,I3,I9,I10,I16,I20,I49
I1,I10,I14,I25,I26,I37,I39
I2,I4,I5,I7,I8,I13,I23
I2,I4,I10,I16,I25,I30,I43
I1,I4,I5,I6,I7,I8,I18
I1,I6,I8,I12,I16,I25,I34
I1,I7,I10,I11,I12,I15,I24
I1,I5,I6,I25,I27,I37,I45
I1,I5,I9,I10,I13,I17,I39
I1,I5,I11,I12,I13,I17,I18
I3,I6,I7,I12,I16,I21,I40
I1,I5,I6,I28,I29,I34,I50
I1,I2,I3,I4,I7,I13,I20
I1,I3,I6,I7,I10,I14,I40
I2,I4,I6,I9,I10,I12,I13
I1,I2,I4,I10,I13,I15,I27
I1,I5,I9,I11,I12,I13,I39
I6,I8,I10,I11,I25,I28,I34
I1,I2,I5,I10,I11,I14,I22
I2,I3,I7,I10,I12,I17,I20
I1,I2,I8,I11,I12,I31,I50
I1,I7,I10,I11,I12,I19,I32
I1,I3,I6,I7,I11,I39,I40
I4,I5,I7,I8,I10,I13,I19
I8,I10,I11,I14,I23,I25,I34
I2,I11,I12,I21,I23,I25,I46
I1,I2,I5,I11,I12,I17,I31
I1,I3,I4,I8,I10,I11,I14
I1,I2,I3,I6,I12,I26,I50
I1,I3,I5,I11,I26,I31,I40
I1,I2,I4,I10,I13,I22,I39
I1,I2,I4,I13,I21,I22,I29
I1,I2,I4,I5,I6,I19,I37
I1,I3,I13,I20,I27,I36,I46
I1,I8,I9,I24,I25,I36,I50
I1,I2,I4,I10,I15,I23,I26
I1,I2,I3,I6,I10,I16,I31
I1,I2,I4,I10,I22,I23,I46
I2,I3,I7,I10,I11,I12,I17
I1,I2,I3,I7,I10,I16,I20
I2,I4,I10,I11,I12,I20,I37
I1,I3,I6,I7,I10,I16,I40
I2,I4,I5,I7,I8,I9,I18
I1,I3,I4,I10,I11,I28,I38
I3,I6,I7,I10,I15,I39,I40
I1,I6,I7,I10,I15,I33,I34
I1,I4,I5,I7,I8,I10,I27
I1,I2,I3,I7,I10,I15,I17
I1,I4,I10,I13,I21,I22,I26
I1,I2,I3,I10,I18,I22,I34
I1,I2,I4,I10,I15,I37,I45
I1,I2,I3,I6,I12,I17,I50
I2,I10,I11,I13,I17,I18,I34
I1,I4,I10,I12,I21,I22,I26
I1,I9,I18,I20,I21,I25,I50
I1,I3,I4,I10,I18,I23,I46
I1,I3,I5,I12,I16,I31,I40
I1,I8,I10,I11,I17,I20,I37
I1,I2,I3,I7,I20,I32,I40
I2,I3,I7,I8,I10,I12,I29
I1,I2,I3,I8,I10,I11,I38
I2,I3,I6,I10,I12,I28,I50
I4,I5,I7,I8,I13,I19,I23
I1,I2,I8,I10,I11,I36,I50
I1,I6,I7,I13,I15,I34,I46
I1,I10,I11,I14,I17,I26,I37
I1,I2,I10,I13,I17,I22,I31
I1,I2,I7,I10,I14,I20,I27
I1,I3,I6,I7,I10,I29,I40
I2,I4,I6,I9,I11,I31,I36
I2,I4,I5,I7,I8,I10,I12
I1,I6,I10,I13,I14,I17,I46
I1,I3,I6,I7,I13,I40,I49
I1,I2,I3,I6,I12,I45,I50
I1,I4,I10,I12,I21,I22,I38
I1,I4,I11,I21,I22,I26,I35
I1,I2,I4,I10,I12,I13,I15
I1,I5,I6,I21,I23,I25,I27
I1,I2,I3,I4,I10,I11,I38
I1,I2,I5,I10,I14,I19,I40
I1,I2,I4,I9,I11,I19,I20
I1,I3,I19,I24,I30,I33,I39
I1,I4,I5,I7,I8,I11,I12
I1,I3,I10,I15,I21,I33,I39
I1,I2,I3,I12,I14,I17,I23
I1,I2,I3,I4,I26,I27,I38
I1,I4,I14,I21,I22,I32,I49
I1,I3,I6,I7,I9,I16,I40
I1,I2,I11,I12,I21,I38,I46
I1,I2,I3,I11,I21,I33,I39
I1,I3,I4,I10,I16,I34,I38
I1,I8,I12,I16,I19,I25,I34
I1,I7,I11,I12,I13,I15,I24
I2,I4,I10,I11,I14,I15,I24
I1,I3,I4,I7,I13,I17,I19
I1,I5,I9,I10,I11,I15,I17
I1,I3,I4,I11,I17,I20,I38
I1,I2,I3,I10,I12,I27,I35
I1,I3,I12,I14,I22,I36,I37
I1,I2,I4,I10,I12,I22,I31
I1,I2,I4,I10,I15,I19,I33
I2,I11,I12,I14,I21,I32,I46
I1,I3,I4,I5,I7,I8,I11
I3,I6,I7,I8,I10,I20,I40
I1,I7,I11,I12,I14,I15,I17
I11,I13,I14,I26,I28,I37,I39
I2,I4,I6,I9,I10,I22,I28
I1,I2,I4,I14,I18,I21,I22
I6,I13,I17,I24,I27,I29,I46
I2,I3,I6,I7,I10,I19,I40
I1,I7,I10,I11,I12,I14,I49
I1,I4,I5,I7,I8,I12,I21
I1,I2,I3,I7,I15,I17,I27
I1,I3,I4,I10,I15,I26,I38
I1,I3,I6,I10,I11,I16,I29
I1,I3,I10,I22,I27,I36,I46
I1,I2,I4,I12,I15,I37,I39
I1,I7,I11,I12,I13,I22,I49
I1,I5,I6,I15,I16,I25,I27
I1,I2,I3,I7,I12,I17,I20
I1,I2,I3,I7,I17,I20,I27
I1,I2,I3,I12,I16,I23,I28
I1,I3,I6,I7,I21,I40,I45
I1,I4,I13,I15,I21,I22,I23
I1,I2,I4,I10,I14,I22,I46
I1,I4,I5,I7,I8,I10,I22
I1,I2,I3,I10,I12,I23,I35
I1,I4,I11,I19,I21,I22,I45
I3,I6,I7,I11,I22,I28,I40
I1,I8,I9,I11,I12,I13,I50
I1,I2,I11,I12,I21,I29,I46
I1,I2,I11,I12,I21,I26,I46
I1,I4,I14,I24,I27,I29,I40
I1,I4,I10,I13,I21,I22,I25
I1,I2,I5,I11,I14,I17,I26
I1,I2,I4,I5,I7,I8,I11
I1,I5,I6,I18,I20,I25,I27
I1,I3,I6,I7,I12,I13,I40
I2,I6,I11,I12,I13,I29,I30
I2,I4,I6,I9,I10,I11,I12
I1,I3,I4,I10,I13,I30,I49
I2,I4,I6,I9,I11,I17,I25
I1,I5,I6,I10,I15,I18,I50
I2,I4,I5,I7,I8,I15,I18
I1,I3,I4,I7,I10,I11,I17
I1,I3,I6,I7,I18,I32,I40
I1,I2,I7,I20,I24,I27,I34
I1,I7,I10,I11,I12,I16,I18
I4,I5,I7,I8,I13,I37,I46
I1,I4,I5,I7,I8,I14,I24
I1,I2,I3,I13,I20,I28,I35
I2,I4,I10,I11,I12,I15,I17
I1,I8,I10,I11,I15,I17,I29
I1,I10,I14,I18,I26,I37,I39
I1,I2,I8,I11,I13,I17,I46
I2,I5,I6,I10,I12,I27,I29
I1,I10,I11,I14,I26,I37,I39
I2,I11,I12,I14,I18,I21,I46
I1,I3,I6,I7,I18,I25,I40
I1,I2,I5,I11,I13,I14,I17
I1,I2,I3,I12,I21,I23,I34
I1,I3,I6,I10,I14,I16,I46
I1,I5,I6,I13,I25,I27,I31
I1,I2,I5,I11,I13,I14,I50
I2,I7,I10,I11,I12,I21,I46
I1,I4,I15,I16,I21,I22,I35
I2,I3,I6,I10,I12,I17,I50
I1,I2,I4,I10,I11,I15,I17
I2,I4,I10,I12,I13,I15,I29
I1,I2,I6,I12,I29,I46,I49
I1,I2,I3,I7,I11,I17,I30
I1,I4,I8,I9,I10,I15,I50
I1,I3,I6,I7,I12,I15,I40
I1,I8,I11,I17,I18,I31,I40
I1,I3,I11,I14,I33,I34,I39
I1,I2,I4,I6,I9,I12,I13
I1,I2,I9,I11,I12,I21,I46
I1,I2,I8,I10,I12,I23,I50
I1,I3,I6,I7,I15,I23,I40
I2,I4,I6,I9,I11,I27,I35
I1,I8,I9,I11,I17,I24,I50
I1,I2,I4,I10,I12,I16,I24
I1,I3,I4,I7,I11,I17,I28
I1,I3,I4,I5,I10,I12,I19
I1,I2,I10,I11,I13,I19,I35
I1,I2,I10,I11,I13,I15,I17
I1,I4,I14,I15,I17,I21,I22
I1,I3,I4,I9,I11,I38,I46
I2,I3,I6,I10,I12,I17,I50
I1,I2,I4,I10,I13,I15,I19
I1,I2,I3,I11,I12,I22,I23
I1,I5,I6,I10,I12,I25,I27
I1,I5,I6,I10,I18,I25,I27
I2,I3,I6,I10,I12,I31,I50
I1,I2,I4,I6,I9,I13,I15
I1,I5,I6,I11,I13,I25,I27
I1,I5,I9,I10,I11,I13,I39
I1,I2,I6,I10,I12,I13,I29
I1,I3,I4,I10,I13,I14,I22
I1,I4,I10,I14,I21,I22,I25
I1,I3,I4,I10,I11,I18,I46
I1,I2,I4,I6,I9,I10,I30
I2,I3,I4,I10,I15,I32,I37
I1,I10,I12,I13,I18,I20,I31
I2,I4,I10,I12,I15,I26,I31
I1,I2,I5,I10,I11,I14,I19
I1,I2,I10,I13,I21,I22,I32
I1,I2,I4,I6,I9,I12,I25
I1,I2,I10,I11,I13,I17,I39
I1,I2,I7,I11,I12,I13,I14
I1,I5,I6,I15,I20,I25,I27
I1,I4,I5,I7,I8,I11,I18
I1,I2,I4,I5,I7,I8,I11
I1,I5,I6,I10,I12,I15,I50
I2,I3,I7,I10,I12,I20,I26
I1,I3,I12,I24,I27,I30,I49
I1,I2,I11,I12,I21,I34,I46
I1,I2,I3,I12,I18,I22,I23
I1,I3,I6,I10,I11,I12,I16
I1,I2,I5,I11,I12,I30,I35
I1,I3,I4,I10,I12,I25,I38
I1,I3,I6,I7,I16,I25,I40
I4,I5,I7,I8,I12,I13,I14
I1,I2,I5,I11,I13,I22,I35
I1,I6,I7,I11,I12,I14,I29
I1,I4,I5,I7,I8,I11,I18
I1,I4,I5,I7,I8,I12,I28
I1,I2,I13,I16,I18,I31,I34
I1,I5,I6,I16,I19,I25,I27
I1,I2,I3,I7,I20,I24,I28
I1,I2,I3,I12,I13,I20,I23
I1,I4,I12,I21,I22,I30,I36
I1,I4,I5,I7,I8,I13,I24
I1,I7,I11,I12,I13,I14,I28
I1,I5,I6,I10,I19,I25,I27
I1,I3,I4,I7,I11,I13,I17
I1,I2,I6,I11,I12,I13,I29
I1,I3,I11,I22,I27,I36,I46
I1,I5,I10,I11,I13,I15,I17
I2,I4,I10,I14,I15,I19,I26
I1,I3,I12,I14,I17,I33,I39
I1,I2,I3,I7,I17,I20,I27
I1,I6,I7,I10,I15,I34,I36
I1,I2,I5,I6,I10,I12,I50
I1,I8,I9,I11,I12,I22,I50
I2,I4,I6,I9,I10,I20,I31
I2,I3,I6,I12,I14,I20,I50
I1,I2,I10,I13,I26,I35,I50
I3,I10,I15,I23,I24,I39,I49
I1,I5,I6,I10,I15,I25,I27
I1,I5,I10,I14,I15,I17,I31
I2,I4,I6,I9,I11,I13,I14
I1,I3,I5,I12,I13,I31,I38
I1,I3,I4,I6,I7,I10,I17
I1,I8,I11,I12,I17,I29,I37
I1,I3,I11,I12,I13,I14,I20
I1,I2,I4,I6,I9,I10,I11
I1,I2,I3,I7,I11,I17,I36
I1,I2,I7,I13,I20,I23,I27
I1,I12,I14,I16,I26,I37,I39
I1,I4,I5,I7,I8,I10,I14
I1,I4,I5,I7,I8,I11,I16
I1,I3,I4,I10,I21,I22,I30
I1,I2,I7,I10,I11,I12,I34
I1,I3,I6,I11,I13,I16,I29
I1,I3,I6,I7,I12,I18,I40
I1,I2,I7,I8,I12,I13,I50
I1,I2,I11,I12,I17,I21,I46
I2,I6,I11,I15,I16,I17,I29
I1,I2,I6,I10,I12,I16,I29
I1,I3,I5,I12,I17,I22,I31
I1,I3,I5,I10,I13,I31,I43
I1,I2,I11,I12,I15,I21,I46
I2,I6,I9,I10,I12,I14,I29
I1,I5,I6,I11,I25,I27,I28
I1,I5,I11,I12,I17,I18,I33
I1,I12,I14,I15,I26,I37,I39
I1,I3,I10,I11,I13,I33,I35
I1,I2,I3,I7,I10,I19,I20
I1,I3,I11,I13,I16,I17,I36
I1,I3,I11,I13,I21,I24,I39
I1,I8,I11,I17,I18,I25,I45
I1,I4,I10,I13,I21,I22,I24
I1,I2,I4,I10,I15,I40,I46
I1,I3,I6,I7,I14,I34,I40
I1,I10,I11,I15,I21,I22,I31
I1,I2,I7,I10,I11,I20,I27
I2,I4,I10,I12,I15,I19,I34
I1,I3,I14,I20,I27,I36,I46
I2,I3,I7,I10,I12,I15,I29
I1,I5,I6,I11,I21,I25,I27
I1,I3,I21,I26,I33,I34,I39
I3,I6,I7,I10,I12,I17,I40
I1,I2,I10,I12,I13,I23,I35
I4,I5,I7,I8,I13,I37,I43
I1,I4,I10,I13,I21,I22,I26
I1,I3,I4,I10,I12,I14,I21
I1,I2,I5,I11,I13,I14,I15
I1,I7,I10,I11,I12,I23,I31
I1,I2,I7,I20,I27,I33,I45
I1,I2,I3,I7,I17,I27,I35
I1,I5,I9,I12,I13,I38,I39
I2,I3,I4,I10,I15,I16,I45
I1,I2,I3,I19,I27,I36,I46
I1,I2,I4,I12,I18,I30,I36
I4,I5,I7,I8,I10,I13,I19
I1,I2,I3,I27,I31,I36,I46
I1,I2,I3,I12,I13,I23,I49
I1,I2,I4,I10,I12,I22,I23
I1,I2,I6,I11,I12,I17,I29
I1,I4,I13,I21,I22,I29,I49
I1,I2,I3,I6,I12,I25,I50
I1,I5,I6,I11,I25,I27,I43
I1,I12,I14,I26,I29,I37,I39
I1,I3,I5,I11,I17,I26,I36
I1,I2,I10,I13,I29,I31,I35
I3,I6,I7,I10,I17,I18,I40
I1,I3,I4,I10,I11,I16,I23
I4,I5,I7,I8,I10,I16,I17
I1,I3,I6,I7,I11,I12,I40
I1,I3,I6,I7,I10,I17,I40
I1,I2,I3,I10,I11,I12,I22
I1,I2,I6,I9,I10,I13,I36
I2,I3,I6,I7,I11,I39,I40
I1,I2,I5,I10,I11,I13,I14
I1,I2,I7,I10,I19,I20,I27
I1,I5,I6,I11,I21,I25,I27
I1,I4,I5,I7,I8,I10,I34
I1,I5,I6,I10,I13,I16,I50
I1,I4,I10,I11,I21,I22,I38
I4,I5,I10,I14,I15,I16,I31
I1,I3,I4,I7,I17,I19,I39
I1,I4,I5,I13,I21,I22,I25
I1,I2,I11,I15,I18,I29,I34
I1,I2,I4,I6,I9,I14,I17
I1,I7,I11,I12,I13,I28,I36
I1,I8,I9,I11,I12,I22,I50
I1,I2,I3,I7,I12,I21,I23
I1,I7,I11,I12,I13,I15,I30
I1,I2,I3,I12,I15,I23,I35
I1,I4,I5,I11,I12,I15,I49
I1,I2,I5,I14,I19,I31,I40
I1,I2,I4,I6,I9,I13,I17
I1,I2,I3,I4,I9,I10,I17
I1,I4,I12,I21,I22,I26,I38
I2,I4,I5,I10,I11,I15,I24
I1,I7,I11,I12,I16,I39,I46
I1,I3,I26,I27,I31,I36,I46
I1,I2,I4,I5,I10,I12,I31
I1,I3,I6,I7,I10,I13,I40
I1,I5,I11,I15,I17,I20,I24
I1,I6,I10,I14,I26,I37,I39
I2,I3,I5,I7,I17,I45,I46
I1,I2,I6,I10,I12,I13,I29
I1,I2,I5,I9,I10,I21,I35
I1,I4,I5,I7,I8,I11,I17
I1,I2,I8,I10,I11,I15,I17
I1,I2,I4,I6,I9,I11,I31
I1,I2,I3,I6,I11,I12,I50
I1,I10,I14,I16,I26,I37,I39
I2,I4,I10,I13,I15,I20,I26
I2,I3,I12,I18,I23,I25,I33
I4,I5,I7,I8,I10,I13,I23
I1,I7,I10,I11,I12,I17,I37
I1,I3,I5,I11,I12,I14,I31
I1,I3,I4,I7,I14,I17,I32
I1,I2,I4,I10,I15,I16,I25
I1,I2,I11,I13,I15,I20,I31
I1,I3,I4,I10,I11,I29,I38
I2,I4,I6,I9,I10,I21,I38
I1,I2,I4,I10,I15,I18,I39
I1,I5,I6,I11,I25,I27,I35
I1,I6,I13,I18,I19,I20,I46
I1,I4,I5,I7,I8,I10,I30
I2,I3,I6,I7,I13,I34,I40
I1,I2,I3,I7,I12,I13,I20
I1,I2,I3,I4,I12,I31,I38
I2,I3,I6,I7,I11,I35,I40
I1,I6,I7,I15,I18,I28,I34
I2,I6,I12,I13,I20,I29,I30
I4,I5,I7,I8,I10,I15,I19
I1,I2,I6,I11,I12,I13,I29
I1,I3,I6,I7,I12,I25,I40
I1,I3,I4,I7,I14,I17,I19
I1,I2,I4,I6,I9,I10,I29
I3,I6,I7,I11,I15,I18,I40
I2,I3,I6,I7,I16,I40,I49
I1,I3,I10,I12,I27,I36,I46
I1,I5,I6,I11,I18,I25,I27
I1,I4,I5,I7,I8,I11,I31
I1,I4,I10,I11,I21,I22,I30
I2,I4,I10,I12,I16,I19,I26
I1,I2,I4,I8,I10,I11,I34
I1,I3,I10,I11,I13,I24,I49
I1,I2,I10,I13,I15,I18,I34
I2,I3,I7,I10,I11,I12,I29
I1,I2,I4,I6,I10,I15,I18
I1,I2,I5,I11,I13,I14,I19
I1,I2,I4,I11,I13,I20,I22
I1,I2,I4,I6,I9,I10,I11
I2,I6,I10,I12,I29,I30,I45
I1,I4,I5,I12,I14,I15,I30
I1,I5,I11,I15,I17,I25,I45
I1,I2,I5,I11,I16,I17,I38
I1,I4,I11,I13,I17,I21,I22
I3,I4,I9,I10,I12,I20,I26
I2,I3,I6,I7,I11,I24,I40
I2,I3,I6,I7,I18,I20,I40
I1,I3,I14,I19,I27,I36,I46
I1,I2,I3,I4,I6,I9,I13
I1,I2,I3,I7,I9,I17,I20
I1,I7,I10,I11,I12,I14,I18
I1,I2,I4,I6,I9,I11,I38
I2,I4,I5,I7,I8,I15,I39
I1,I2,I10,I11,I13,I30,I49
I1,I5,I6,I10,I25,I27,I31
I1,I2,I4,I6,I9,I18,I46
I1,I3,I6,I7,I11,I14,I40
I1,I2,I5,I10,I11,I15,I17
I1,I5,I6,I13,I28,I40,I50
I1,I3,I6,I7,I10,I11,I40
I2,I4,I6,I9,I10,I11,I14
I1,I5,I6,I15,I19,I28,I50
I1,I3,I10,I11,I13,I19,I32
I1,I2,I4,I5,I12,I15,I43
I1,I2,I5,I10,I14,I19,I40
I1,I3,I6,I7,I10,I19,I40
I2,I5,I11,I13,I17,I19,I30
I1,I2,I5,I17,I19,I35,I39
I2,I6,I12,I13,I14,I29,I43
I2,I3,I7,I13,I17,I19,I34
I2,I4,I10,I14,I15,I30,I33
I1,I5,I10,I11,I14,I17,I24
I6,I11,I12,I19,I26,I33,I46
I1,I2,I11,I12,I21,I26,I46
I1,I3,I6,I7,I12,I23,I40
I1,I3,I6,I7,I10,I23,I40
I1,I2,I4,I6,I9,I15,I30
I4,I5,I7,I8,I11,I12,I21
I1,I2,I4,I10,I11,I13,I15
I1,I2,I5,I10,I11,I12,I14
I1,I3,I6,I7,I8,I11,I40
I1,I3,I11,I12,I13,I14,I18
I1,I2,I11,I12,I21,I25,I46
I2,I4,I10,I15,I17,I20,I49
I1,I3,I6,I7,I11,I39,I40
I2,I3,I7,I10,I18,I20,I49
I1,I3,I4,I10,I14,I16,I36
I1,I5,I6,I11,I12,I25,I27
I1,I3,I10,I27,I36,I43,I46
I1,I5,I6,I13,I14,I25,I27
I1,I7,I11,I12,I13,I14,I15
I1,I2,I5,I11,I12,I13,I14
I1,I3,I10,I11,I12,I22,I37
I1,I3,I9,I10,I13,I20,I37
I1,I2,I8,I10,I11,I13,I17
I1,I2,I6,I12,I13,I22,I29
I1,I2,I3,I10,I11,I13,I18
I4,I5,I7,I8,I10,I17,I23
I1,I3,I18,I27,I36,I45,I46
I1,I6,I11,I13,I38,I45,I46
I1,I2,I5,I14,I19,I40,I43
I1,I2,I3,I7,I12,I15,I20
I1,I5,I7,I11,I12,I15,I34
I1,I2,I5,I6,I22,I25,I27
I1,I2,I4,I10,I12,I18,I24
I1,I4,I16,I21,I22,I23,I29
I1,I2,I5,I14,I16,I19,I40
I1,I2,I3,I7,I10,I11,I17
I1,I2,I4,I11,I13,I18,I22
I1,I2,I8,I10,I11,I15,I17
I1,I3,I4,I10,I14,I15,I30
I2,I10,I11,I12,I21,I22,I46
I1,I4,I10,I15,I21,I22,I36
I1,I2,I8,I18,I26,I45,I50
I1,I2,I3,I7,I18,I20,I38
I1,I2,I13,I14,I15,I23,I35
I1,I4,I5,I7,I8,I10,I20
I1,I3,I6,I7,I11,I17,I40
I5,I6,I11,I25,I27,I39,I45
I1,I3,I4,I7,I10,I13,I17
I1,I3,I5,I12,I20,I28,I31
I1,I5,I6,I11,I19,I30,I50
I1,I4,I11,I20,I21,I22,I33
I1,I2,I5,I9,I12,I13,I39
I3,I6,I7,I10,I33,I34,I40
I1,I4,I13,I14,I21,I22,I23
I1,I5,I6,I11,I14,I20,I50
I1,I2,I8,I11,I16,I17,I18
I1,I2,I4,I6,I9,I11,I49
I1,I6,I7,I11,I15,I27,I34
I1,I2,I10,I11,I13,I25,I31
I1,I2,I7,I14,I20,I27,I43
I1,I4,I5,I7,I8,I14,I17
I1,I13,I14,I24,I26,I37,I39
I1,I3,I10,I25,I27,I36,I46
I1,I8,I11,I14,I18,I25,I34
I1,I2,I7,I10,I20,I27,I50
I1,I10,I14,I16,I26,I37,I39
I1,I11,I14,I26,I37,I39,I49
I1,I3,I4,I10,I15,I34,I38
I1,I2,I3,I6,I10,I12,I50
I2,I3,I7,I10,I11,I20,I29
I1,I2,I5,I11,I14,I36,I38
I1,I12,I14,I26,I35,I37,I39
I1,I7,I11,I12,I13,I15,I35
I1,I2,I3,I10,I12,I23,I34
I1,I4,I5,I7,I8,I16,I21
I1,I4,I11,I12,I21,I22,I25
I1,I3,I4,I10,I11,I18,I38
I3,I10,I12,I21,I23,I24,I49
I1,I5,I6,I15,I22,I25,I27
I1,I8,I14,I15,I26,I37,I39
I1,I7,I11,I12,I19,I22,I29
I1,I2,I10,I11,I12,I21,I46
I2,I6,I7,I12,I13,I29,I35
I1,I2,I11,I12,I19,I21,I46
I1,I2,I4,I6,I9,I10,I12
I2,I3,I7,I10,I11,I20,I50
I1,I3,I6,I12,I16,I28,I31
I2,I11,I12,I14,I15,I21,I46
I1,I2,I4,I10,I11,I12,I15
I1,I2,I7,I10,I12,I20,I27
I1,I2,I3,I6,I14,I16,I25
I1,I3,I12,I13,I27,I36,I46
I2,I3,I6,I7,I13,I14,I40
I1,I13,I14,I15,I26,I37,I39
I1,I2,I7,I13,I17,I20,I27
I3,I6,I7,I10,I13,I16,I40
I1,I3,I4,I7,I10,I15,I17
I1,I4,I5,I7,I8,I11,I28
I1,I3,I9,I12,I14,I20,I25
I1,I3,I4,I10,I11,I35,I38
I1,I2,I4,I6,I9,I10,I28
I1,I3,I12,I13,I24,I33,I39
I1,I3,I4,I7,I10,I17,I23
I2,I4,I6,I9,I10,I11,I31
I1,I11,I14,I26,I33,I37,I39
I1,I6,I7,I11,I12,I14,I40
I4,I5,I7,I8,I10,I15,I34
I1,I4,I5,I7,I8,I10,I16
I1,I3,I5,I14,I15,I16,I31
I2,I4,I10,I11,I15,I40,I45
I1,I2,I5,I11,I14,I18,I21
I1,I4,I5,I7,I8,I11,I24
I1,I3,I9,I10,I13,I20,I31
I1,I7,I11,I12,I29,I40,I43
I1,I3,I9,I10,I19,I20,I45
I2,I4,I6,I9,I10,I11,I12
I1,I5,I6,I13,I17,I25,I27
I1,I5,I11,I15,I17,I26,I30
I1,I4,I5,I6,I11,I13,I50
I1,I2,I4,I10,I12,I15,I26
I2,I4,I6,I9,I11,I12,I32
I2,I4,I6,I9,I10,I12,I27
I1,I2,I4,I10,I13,I15,I30
I1,I2,I5,I15,I16,I24,I35
I1,I3,I12,I16,I36,I39,I46
I1,I2,I3,I7,I10,I12,I29
I1,I4,I5,I7,I8,I11,I31
I1,I2,I3,I7,I11,I16,I20
I1,I2,I4,I6,I9,I10,I43
I1,I2,I3,I7,I10,I20,I25
I1,I2,I3,I7,I10,I20,I21
I1,I2,I4,I11,I12,I21,I46
I6,I10,I12,I13,I16,I20,I46
I2,I3,I6,I10,I12,I32,I50
I1,I5,I10,I11,I16,I17,I19
I1,I2,I6,I11,I12,I13,I29
I1,I3,I11,I12,I13,I25,I34
I1,I3,I6,I7,I10,I12,I40
